title,year,name,type,character,n
The Next Karate Kid,1994,Christopher Wilder,actor,Roland,27.0
Kungen av Atlantis,2018,Klas Wiljergård,actor,Pappa i butiken,17.0
Trail of the Horse Thieves,1929,Leo Willett,actor,Curtis,9.0
Mr. Lumm,1973,Leo Willey,actor,Mr. Lumm,4.0
Corner Gas: The Movie,2014,Leon Willey,actor,Denizel Leon,32.0
British Intelligence,1940,Leonard Willey,actor,Capt. Stuart,
Captain Fury,1939,Leonard Willey,actor,Settler,22.0
Invisible Enemy,1938,Leonard Willey,actor,Sir Herbert Donbridge,10.0
Mystery Sea Raider,1940,Leonard Willey,actor,British Cruiser Captain,
Night Club Scandal,1937,Leonard Willey,actor,Dr. Goodman,14.0
Penny Serenade,1941,Leonard Willey,actor,Doctor Hartley,7.0
South of Suez,1940,Leonard Willey,actor,Warder,
The Adventures of Robin Hood,1938,Leonard Willey,actor,Sir Essex,13.0
The Mystery of the Black Pearl,1912,Leonard Willey,actor,Sam Grimm,3.0
The Prince and the Pauper,1937,Leonard Willey,actor,Third Lord,10.0
The Stream of Life,1919,Leonard Willey,actor,"Philip Maynard, the man",4.0
Three Came Home,1950,Leonard Willey,actor,Governor General,
Tom Brown's School Days,1940,Leonard Willey,actor,Farmer Jenkins,
O Carteiro,2011,Leonardo William,actor,Ricardinho,
Kung Fu and Titties,2013,John (CXVIII) Williams,actor,Thug #9,
Boiling Point,1993,Keith Leon Williams,actor,Cook,19.0
Drop Zone,1994,Keith Leon Williams,actor,747 Flight Engineer,30.0
Legal Deceit,1997,Keith Leon Williams,actor,Homeless Man,28.0
Legal Deceit,1997,Keith Leon Williams,actor,Fired Attorney,28.0
Money Train,1995,Keith Leon Williams,actor,Darryl,33.0
Night Eyes Three,1993,Keith Leon Williams,actor,Mobster,15.0
Ransom,1996,Keith Leon Williams,actor,Cop,
Rising Sun,1993,Keith Leon Williams,actor,Another Brother,42.0
The Fan,1996,Keith Leon Williams,actor,Stadium Offical,49.0
Psychonaut,2017,Leo (V) Williams,actor,Kostas,8.0
Batman Begins,2005,Leon Delroy Williams,actor,Pedestrian,73.0
Hun hun tian tuan,2010,Leon Jay Williams,actor,A Hao,1.0
Wo De Ye Man Nu You 2,2010,Leon Jay Williams,actor,Jianyu,2.0
Behind the Headlines,1956,Leonard Williams,actor,Jock Macrae,12.0
Make Me an Offer,1955,Leonard Williams,actor,Edward H Whybrow [Market herbalist,
The Love Match,1955,Leonard Williams,actor,Aggressive Man,13.0
The Magnet,1950,Leonard Williams,actor,The people of Merseyside,33.0
Timeslip,1955,Leonard Williams,actor,Detective Sergeant Haines,
Godzilla,1998,Leonard Williamson,actor,Kid,
A Hero of the Big Snows,1926,Leo Willis,actor,Black Beasley,4.0
A Regular Fellow,1919,Leo Willis,actor,Gangster,9.0
A Sailor-Made Man,1921,Leo Willis,actor,Recruiting Officer,
All the Brothers Were Valiant,1923,Leo Willis,actor,Tom,10.0
An Unwilling Hero,1921,Leo Willis,actor,Hobo,9.0
And Sudden Death,1936,Leo Willis,actor,Traffic school bit,
Barbary Coast,1935,Leo Willis,actor,Chamalis' Henchman,
Bonnie Scotland,1935,Leo Willis,actor,Native Henchman,
Broken Chains,1922,Leo Willis,actor,Gus,10.0
City Streets,1931,Leo Willis,actor,Henchman,
Dance of the Cookoos,1982,Leo Willis,actor,Sailor,
Drum Taps,1933,Leo Willis,actor,Tom - Henchman,
Everything's Rosie,1931,Leo Willis,actor,Jewel Store Robber,
Feet First,1930,Leo Willis,actor,Truck Driver,
For Heaven's Sake,1926,Leo Willis,actor,Mug Who Gets Kicked,
Framing Framers,1917,Leo Willis,actor,Gunman,11.0
Hell's Hinges,1916,Leo Willis,actor,Rowdy Townsman,
Hold 'Em Jail,1932,Leo Willis,actor,Riggs,
Kid Millions,1934,Leo Willis,actor,Warrior,
Monkey Business,1931,Leo Willis,actor,Gangster,
O'Malley of the Mounted,1921,Leo Willis,actor,Red Jaeger,3.0
Old Love for New,1918,Leo Willis,actor,Mugs,6.0
On the Night Stage,1915,Leo Willis,actor,Man in bar,
One Shot Ross,1917,Leo Willis,actor,Briggs,6.0
Pardon Us,1931,Leo Willis,actor,Prisoner - Tiger's Pal,
Roman Scandals,1933,Leo Willis,actor,Torturer,
Shadow of the Law,1930,Leo Willis,actor,Engineer,
Silly Billies,1936,Leo Willis,actor,Bandit,
Six of a Kind,1934,Leo Willis,actor,Mike,
Souls for Sale,1923,Leo Willis,actor,Electrician,
The Bargain,1914,Leo Willis,actor,Sheriff's Deputy,
The Big Killing,1928,Leo Willis,actor,Fourth Beagle Son,11.0
The Bohemian Girl,1936,Leo Willis,actor,Whipper in Torture Chamber,
The Cat's-Paw,1934,Leo Willis,actor,Gangster in Ice Wagon,
The Coward,1915,Leo Willis,actor,A Union Soldier,
The Daring Young Man,1935,Leo Willis,actor,Guard,
The Iron Horse,1924,Leo Willis,actor,Gunman in Saloon,
The Italian,1915,Leo Willis,actor,Corrigan - NYC Ward Boss,4.0
The Jungle Child,1916,Leo Willis,actor,Geleche,7.0
The Kid Brother,1927,Leo Willis,actor,Leo Hickory,4.0
The Kid from Spain,1932,Leo Willis,actor,Bank Robber,
The Law of the Great Northwest,1918,Leo Willis,actor,Manager,8.0
The Night Club,1925,Leo Willis,actor,Truck Driver,
The Return of Draw Egan,1916,Leo Willis,actor,Fight starter in Bar,
The Silent Rider,1918,Leo Willis,actor,Dave Merrill,4.0
The Son-Daughter,1932,Leo Willis,actor,Dock Worker,
The Timber Queen,1922,Leo Willis,actor,Bull Joyce,4.0
The Toll Gate,1920,Leo Willis,actor,Soldier,
The Tough Guy,1926,Leo Willis,actor,Sam Jacks,6.0
The White Sheep,1924,Leo Willis,actor,Mose Tyler,5.0
Three Word Brand,1921,Leo Willis,actor,McCabe,
Tombstone Canyon,1932,Leo Willis,actor,Gunman,
Travelin' on,1922,Leo Willis,actor,Bartender,
Welcome Danger,1929,Leo Willis,actor,Cop,
While the City Sleeps,1928,Leo Willis,actor,Skeeters Gang member,
Wild Bill Hickok,1923,Leo Willis,actor,Joe McCord,9.0
Blankman,1994,Leonard Willis,actor,Street Kid,47.0
Kung Fu Cops,2013,Dwayne (V) Wilson,actor,Sergant Samuel Chung,
Bad Apples,2009,Leon (II) Wilson,actor,Auditioner 1,
Wie Laaste Lag...,1986,Leon (V) Wilson,actor,Overdrive,14.0
The Bride Goes Wild,1948,Leonard Wilson,actor,Piute,
Ladybugs,1992,Leonard (III) Wilson,actor,Man #2,30.0
Camp Kickitoo,2012,Leonard (V) Wilson,actor,Willie,5.0
Kung Fu Brother,2014,Mike (VII) Wilson,actor,Samoto,
Kung Fu Panda 3,2016,Mick Wingert,actor,Farmer Goose,24.0
Kung Fu Panda 3,2016,Mick Wingert,actor,Farmer Rabbit,24.0
Kung Fu Magoo,2010,Wally Wingert,actor,Various Characters,
The Karate Killers,1967,Jason Wingreen,actor,First Engineer,26.0
Kungajakt,1944,Carl-Gunnar Wingård,actor,Vicar,
Kungliga patrasket,1945,Olof Winnerstrand,actor,Hans far,5.0
Kung Fu Window Cleaner,2011,Steven Winnie,actor,Fighter 3,
Balibo,2009,Mark Leonard Winter,actor,Tony Stewart,16.0
Blame,2010,Mark Leonard Winter,actor,John,5.0
Further We Search,2009,Mark Leonard Winter,actor,Damien,2.0
Healing,2014,Mark Leonard Winter,actor,Shane Harrison,4.0
One Eyed Girl,2014,Mark Leonard Winter,actor,Travis,
Playing for Charlie,2008,Mark Leonard Winter,actor,Scarf,
The Boy Castaways,2013,Mark Leonard Winter,actor,Michael,
The Dressmaker,2015,Mark Leonard Winter,actor,Reginald Blood,24.0
Van Diemen's Land,2009,Mark Leonard Winter,actor,Alexander Dalton,5.0
The Mill on the Floss,1915,Leo Wirth,actor,Lawyer's clerk,7.0
Mister Rock and Roll,1957,Leo Wirtz,actor,Earl George,8.0
Kung Fu Graffiti,2010,Rob Witt,actor,Student,
Advocaat van de Hanen,1996,Leopold Witte,actor,Advocaat,
Gooische vrouwen,2011,Leopold Witte,actor,Evert Lodewijkx,7.0
Gooische vrouwen II,2014,Leopold Witte,actor,Evert Lodewijkx,6.0
Kees de jongen,2003,Leopold Witte,actor,Portier Leenkantoor,28.0
Ventoux,2015,Leopold Witte,actor,Joost,3.0
Waterboys,2016,Leopold Witte,actor,Victor,1.0
Romeo & Juliet vs. The Living Dead,2009,Leonard Witter,actor,Pompous Zombie,
Kungajakt,1944,Axel Witzansky,actor,Pierrot,
Battle of the Firstborns,2017,Leo Wiznitzer,actor,Pharoah,
Hands of Stone,2016,Leo Wiznitzer,actor,Head Commisioner,23.0
Humanpersons,2017,Leo Wiznitzer,actor,Dr. Rodriguez,
Piedra Roja,2017,Leo Wiznitzer,actor,Empresario,
The Fringe Dwellers,1986,Leo Wockner,actor,Stockman,23.0
The Mango Tree,1977,Leo Wockner,actor,Mayor,21.0
Pink,2009,Leo Wolfermann,actor,Baby,27.0
Kung Phooey!,2003,Aaron (IV) Wong,actor,Young Art,16.0
The Karate Kid Part II,1986,BD Wong,actor,Boy on Street,27.0
Unarmed Combat,2005,Kok Leong Wong,actor,Man in Toilet,
My Name Is Nobody,2014,Leo Wong,actor,Dr. Moore,
Strippers,2015,Leo Wong,actor,Mr. Ho,
Criminology,2016,Leo (VII) Wong,actor,Racist,13.0
Out of Singapore,1932,Leon Wong,actor,Boss Wong,9.0
Unarmed Combat,2005,Ngai Leong Wong,actor,Metal's Opponent,
Kung fu,2004,Oliver Wong,actor,Inspector,21.0
King Kung Fu,1976,Stephen Wong,actor,Clyde Wong,
Kung Phooey!,2003,Zepplin Wong,actor,Master Kee,14.0
Kung Pow: Enter the Fist,2002,James Wing Woo,actor,Martial Arts Master #1,31.0
The Battle Cry of Peace,1915,Leonard Wood,actor,Himself,
Cold Mountain,2003,Leonard (III) Woodcock,actor,Jo,43.0
The Young Victoria,2009,Leonard (III) Woodcock,actor,Pedestrian,46.0
To Kill a King,2003,Leonard (III) Woodcock,actor,Young Royalist prisoner,13.0
Confessions from a Holiday Camp,1977,Leonard Woodrow,actor,Chaplain,30.0
The Messenger,2015,Leo Woodruff,actor,Jumping man,
The Karate Killers,1967,Grant Woods,actor,Second Engineer,27.0
Alex,1992,Leon Woods,actor,Jamie,16.0
Dreamgirls,2006,Michael-Leon Wooley,actor,Tiny Joe Dixon,14.0
Ghost Town,2008,Michael-Leon Wooley,actor,Hospital Lawyer,31.0
My Father's Will,2009,Michael-Leon Wooley,actor,Booth Attendant,21.0
Premium Rush,2012,Michael-Leon Wooley,actor,NYPD Tow Truck Driver,47.0
The Princess and the Frog,2009,Michael-Leon Wooley,actor,Louis,4.0
Kung Pow: Enter the Fist,2002,Woon,actor,Lone Fighter,23.0
The Karate Killers,1967,C. Lindsay Workman,actor,Leading Scientist,19.0
Men on Call,1930,Leon Worth,actor,Coast Guardsman,
The Marshal of Windy Hollow,1972,Leonard Worth,actor,Outlaw,
Leadbelly,1976,Leonard Wrentz,actor,Guard,19.0
The Next Karate Kid,1994,Dared Wright,actor,Bowler,
Under the Hula Moon,1995,Justin McLeod Wright,actor,Buzz Jr,28.0
Fiddler on the Roof,1971,Leo Wright,actor,Villiage Band Member,
Dummy,2008,Leo Wringer,actor,Form Tutor,
Middleton's Changeling,1998,Leo Wringer,actor,Jasperino,9.0
National Theatre Live: As You Like It,2016,Leo Wringer,actor,Duke Frederick,
The Biggest Thing That Ever Hit Broadway: Redux,2017,Leo Wringer,actor,Fate,
The Kitchen Toto,1987,Leo Wringer,actor,Sergeant Stephen,12.0
Kung Pow: Enter the Fist,2002,Ho Wu,actor,Hu He Shuang Xing Cast,43.0
17 Again,2009,Leonard Wu,actor,Kid (Office),44.0
Alita: Battle Angel,2018,Leonard Wu,actor,Kinuba,
Finishing the Game: The Search for a New Bruce Lee,2007,Leonard Wu,actor,Man #6,45.0
Lost Dream,2009,Leonard Wu,actor,Arnold,8.0
Love Is the Drug,2006,Leonard Wu,actor,Karaoke D.J.,13.0
Purity,2006,Leonard Wu,actor,Jonah Park,5.0
Raw Footage,2005,Leonard Wu,actor,Peter,
Revenge of the Green Dragons,2014,Leonard Wu,actor,Ah Chung,5.0
Shamelove,2006,Leonard Wu,actor,Ramon,
While She Was Out,2008,Leonard Wu,actor,Vingh,5.0
Why Am I Doing This?,2009,Leonard Wu,actor,Brian,
Kung Phooey!,2003,Robert Wu,actor,Lo Fat,8.0
The Karate Kid,2010,Zhensu Wu,actor,Meiying's Dad,6.0
Plop in de stad,2006,Leo (II) Wuyts,actor,Fanfare,25.0
The Final Sanction,1990,Leonard Wyatt,actor,Aide,54.0
Apocalypse Kiss,2014,Leo Wylder,actor,Plex,17.0
Return to the Hiding Place,2013,Leo Wyndham,actor,Leo,10.0
War of Resistance,2011,Leo Wyndham,actor,Leo,10.0
Totalmente Inocentes,2012,Leo Xavier,actor,Bando da Diaba,26.0
Karate Cop,1991,Atary Xiong,actor,Victim #2,27.0
The Karate Kid,2010,Ming (V) Xu,actor,Bao,28.0
Brat 2,2000,Leonid Yakubovich,actor,Himself,29.0
Ne poslat li nam... gontsa?,1998,Leonid Yakubovich,actor,Himself,10.0
O'key,2002,Leonid Yakubovich,actor,Artist,3.0
Tri dnya v Odesse,2007,Leonid Yakubovich,actor,Lev Aronovich,
Kung Fu Theater,2017,Henry T. Yamada,actor,Master Henry,
"Karate, the Hand of Death",1961,Tadashi Yamaki,actor,1st Thief,18.0
"Karate, the Hand of Death",1961,Taro Yamashita,actor,First Soldier,24.0
Kung Pow: Enter the Fist,2002,Lin Yan,actor,Dying Ling,5.0
Kung Fu Rascals,1992,Ed Yang,actor,Neo Titan,13.0
Last Kung Fu Monk,2010,Eric (III) Yang,actor,Fu,
Kung fu,2004,Nang Yang,actor,Neighbour B,29.0
My iz dzhaza,1983,Leonid Yankov,actor,Muzykant,31.0
Dama s popugaem,1988,Leonid Yanovsky,actor,Lieutenant,
Ekipazh mashiny boevoy,1983,Leonid Yanovsky,actor,Ivushkin,2.0
Khleb detstva moyego,1977,Leonid Yanovsky,actor,Shorokhov,11.0
Luchshiye gody,1984,Leonid Yanovsky,actor,Strashchenkov,16.0
Prazdnik pechyonoy kartoshki,1979,Leonid Yanovsky,actor,ofitser i Georgiy,3.0
Raspad,1990,Leonid Yanovsky,actor,Deputy of City Soviet,18.0
Tri gilzy ot angliyskogo karabina,1983,Leonid Yanovsky,actor,Sokolov,4.0
Tyazhyolaya voda,1979,Leonid Yanovsky,actor,Kovalyov,6.0
"Bolotnaya strit, ili sredstvo protiv seksa",1991,Leonid Yarmolnik,actor,Gennadiy,3.0
Bozhya tvar,1991,Leonid Yarmolnik,actor,Landlord,4.0
"Chastnyy detektiv, ili operatsiya 'Kooperatsiya'",1990,Leonid Yarmolnik,actor,Terrorist,16.0
Chelovek s bulvara Kaputsinov,1987,Leonid Yarmolnik,actor,One-eyed-cowboy,15.0
Choknutye,1991,Leonid Yarmolnik,actor,Tikhon Zajtsev,2.0
Dnevnoy dozor,2006,Leonid Yarmolnik,actor,Gost na dne rozhdeniya Egora,
Frantsuz,1988,Leonid Yarmolnik,actor,Dyadya Seva,3.0
Gorozhane,1976,Leonid Yarmolnik,actor,Passazhir-molodoy kompozitor,20.0
Kapitan 'Piligrima',1987,Leonid Yarmolnik,actor,Harris,6.0
Konets operatsii Rezident,1986,Leonid Yarmolnik,actor,Charlie Braiton,12.0
"Kto ty, vsadnik?",1987,Leonid Yarmolnik,actor,Allan Kejn,4.0
Lyubov v bolshom gorode 2,2010,Leonid Yarmolnik,actor,Otets Igorya,8.0
Lyubov v bolshom gorode 3,2014,Leonid Yarmolnik,actor,Otets Igorya,
Lyubovyu za lyubov,1983,Leonid Yarmolnik,actor,Benedick,9.0
Moy svodnyy brat Frankenshteyn,2004,Leonid Yarmolnik,actor,Yulik,1.0
Moya bezumnaya semya,2012,Leonid Yarmolnik,actor,Bronislav,3.0
Nezhdanno-negadanno,1983,Leonid Yarmolnik,actor,Aleksey,12.0
Nochnye strazhi,2016,Leonid Yarmolnik,actor,Gamayun,2.0
Obratnyy otschet,2006,Leonid Yarmolnik,actor,Mole,3.0
Odisseya Kapitana Blada,1991,Leonid Yarmolnik,actor,Levasseur,3.0
Oryol i reshka,1995,Leonid Yarmolnik,actor,Gosha,4.0
Perekryostok,1999,Leonid Yarmolnik,actor,Oleg 'Alik' Sevastyanov,1.0
Sashka,1982,Leonid Yarmolnik,actor,German,5.0
Stilyagi,2008,Leonid Yarmolnik,actor,Otets Boba,16.0
Svyaz,2006,Leonid Yarmolnik,actor,Monya,10.0
Syshchik,1980,Leonid Yarmolnik,actor,Gnus,8.0
Trudno byt bogom,2013,Leonid Yarmolnik,actor,Don Rumata,1.0
Vals zolotykh teltsov,1992,Leonid Yarmolnik,actor,Sanya,4.0
Vozvrashchenie rezidenta,1982,Leonid Yarmolnik,actor,Charlie,11.0
Vykrutasy,2011,Leonid Yarygin,actor,Napadayushchiy komandy 'TsAO',39.0
Noch dlinnykh nozhey,1990,Leonid Yasenitsky,actor,Man with Bow Tie,8.0
Sikimoku,1993,Leonid Yasenitsky,actor,Vano,
Tishina,1960,Leonid Yasinovskiy,actor,Moroz,11.0
Zasada,1969,Leonid Yasinovskiy,actor,Burov,7.0
"Kung Fu, Old Skool, & Tyrone",2013,Kenny Yasuda,actor,Will Smith Lee,15.0
I Walk the Line,1970,Leo Yates,actor,Vogel,13.0
Karateci Kiz,1974,Oktay Yavuz,actor,Kasim Arpaci,
Oh Happy Day,2007,Leon Yearwood,actor,Railway Attendant,
Kung Phooey!,2003,Derek-James Yee,actor,Jack in the Box,27.0
The Next Karate Kid,1994,Jason Yee,actor,High school student,
Kung Phooey!,2003,Stuart W. Yee,actor,Non Fat,9.0
Samkauli satrposatvis,1971,Leonid Yengibarov,actor,Sugur,6.0
Tchanaparh depi krkes,1963,Leonid Yengibarov,actor,Leonid,1.0
Tini zabutykh predkiv,1965,Leonid Yengibarov,actor,Miko,6.0
Karateciler Istanbul'da,1974,Bolo Yeung,actor,Mr. Yang,
Bitva za Moskvu,1985,Leonid Yevtifyev,actor,Sokolovskiy,
Gol v Spasskie vorota,1991,Leonid Yevtifyev,actor,Ivanovitch,
Gusarskaya ballada,1962,Leonid Yevtifyev,actor,Adyutant,29.0
Iyirmialtilar,1966,Leonid Yevtifyev,actor,Solomon Bogdanov,
Konets Saturna,1967,Leonid Yevtifyev,actor,adyutant Kanarisa,
Noch bez miloserdiya,1962,Leonid Yevtifyev,actor,Pilot,
Semnadtsatyy transatlanticheskiy,1972,Leonid Yevtifyev,actor,English sailor,
Shestoe iyulya,1968,Leonid Yevtifyev,actor,Belenkiy,
Sluzhebnyy roman,1977,Leonid Yevtifyev,actor,Gost y Samokhvalovikh,
Voyna i mir II: Natasha Rostova,1966,Leonid Yevtifyev,actor,Caulaincourt,
Vrag naroda - Bukharin,1991,Leonid Yevtifyev,actor,Rozengolts,12.0
7 Fantastic Judo Karate Brothers,1969,Fao Ying,actor,Chinese Mandrin,10.0
Nickel & Dime,1992,Leonard Yniguez,actor,Bailiff,
Western Kung Fu Man,2013,Alexander Yokomizo,actor,Naoto,
Dreams from the Third World,2008,Leon Yong,actor,Leon the dreamer,
The Stoolie,1972,Leonard Yorr,actor,Maxie,5.0
The Knight in Glass Armor,2001,Leo Yoshida,actor,Biker Drug Buyer,
Hurricane Smith,1952,Leon C. Young,actor,Guard,
Kung Pow: Enter the Fist,2002,Marcus Young,actor,Gang Fighter with Hole in Stomach,29.0
Kung Fu Window Cleaner,2011,Matty Young,actor,Fighter 6,
Monkey,2016,Leonid Yovchev,actor,Penev,
Prelyubodeyanie,2014,Leonid Yovchev,actor,Charlie,
The Sinking of Sozopol,2014,Leonid Yovchev,actor,Plamka,7.0
7 Fantastic Judo Karate Brothers,1969,Kang Yu,actor,Green Flash,6.0
A Journey Home,2009,Leon (II) Yu,actor,Board Member,17.0
The Karate Kid,2010,Rongguang Yu,actor,Master Li,5.0
Kung Pow: Enter the Fist,2002,Sung Chao Yu,actor,Hu He Shuang Xing Cast,42.0
Kung fu,2004,Xing Yu,actor,Coolie,16.0
Kung fu,2004,Hao Tian Yuan,actor,Little Sing,27.0
Kung Pow: Enter the Fist,2002,Ron Yuan,actor,Gang Fighter #2,25.0
Kung fu,2004,Cheung-Yan Yuen,actor,Beggar,14.0
Kung fu,2004,Wah Yuen,actor,Landlord,3.0
"Schastlivaya, Zhenka!",1984,Leonid Yukhin,actor,Veteran,
Gosudarstvennyy chinovnik,1931,Leonid Yurenev,actor,Fon Mekk,4.0
Peterburgskaya noch,1934,Leonid Yurenev,actor,Cameo,10.0
Poslednij attraktsion,1929,Leonid Yurenev,actor,Vanichka,
"Prividenie, kotoroe ne vozvrashchaetsya",1930,Leonid Yurenev,actor,Starshiy nadziratel,
Tikhiy Don,1930,Leonid Yurenev,actor,Gendarm,11.0
Tretya meshchanskaya,1927,Leonid Yurenev,actor,The Porter,3.0
The Karate Kid,1984,William Zabka,actor,Johnny,6.0
The Karate Kid Part II,1986,William Zabka,actor,Johnny,35.0
The Karate Kid Part III,1989,William Zabka,actor,Johnny Lawrence,
Czlowiek z marmuru,1977,Leonard Zajaczkowski,actor,"Leonard Zajaczkowski, Cameraman",11.0
Niebezpieczny romans,1930,Leonard Zajaczkowski,actor,Boy,18.0
Pod bandera milosci,1929,Leonard Zajaczkowski,actor,Marynarz,7.0
Uroda zycia,1930,Leonard Zajaczkowski,actor,Ordynans Rozluckiego,10.0
All Inclusive ili Vsyo vklyucheno!,2011,Leonid Zakoshanskiy,actor,Vedushchiy,19.0
Bolshaya rzhaka,2012,Leonid Zakoshanskiy,actor,Vedushchiy tok-shou,23.0
Nafta,1961,Leon Zaluga,actor,Blazej,
Ostatni kurs,1963,Leon Zaluga,actor,Taxi Driver,10.0
Prom,1970,Leon Zaluga,actor,Man on the ferry,
Kung patatawarin ka ng bala ko!,1991,Zandro Zamora,actor,Regala,11.0
Il tradimento,1951,Leonello Zanchi,actor,Avvocato,
Menzogna,1952,Leonello Zanchi,actor,Paolo,
Plein soleil,1960,Leonello Zanchi,actor,Un inspecteur de police,
Quel fantasma di mio marito,1950,Leonello Zanchi,actor,Psychiatrist,
Color of the Cross 2: The Resurrection,2008,Leonard Zanders,actor,Peter,
Kungen av Atlantis,2018,Philip Zandén,actor,Magnus,1.0
La fine del mare,2007,Leonardo Zanier,actor,Thug #1,10.0
Vaniglia e cioccolato,2004,Leonardo Zanobi,actor,Daniele,10.0
Kung-fu,1979,Zbigniew Zapasiewicz,actor,Reader Kwasniak,22.0
Rodrigo D: No futuro,1990,Leonidas Zapata,actor,Novio,
Kung aagawin mo ang lahat sa akin,1987,Ernie Zarate,actor,Dr. Fernando,
"Kung marunong kang magdasal, umpisahan mo na",1996,Ernie Zarate,actor,Defense Lawyer,13.0
La leggenda del pianista sull'oceano,1998,Leonid Zaslavski,actor,Polish Stoker,14.0
"Armenia, My Love...",2016,Leo Zaza,actor,Ali,7.0
The Caterpillar's Kimono,2013,Leo Zaza,actor,Belle Vive Patron,
The Warrior and the Savior,2013,Leo Zaza,actor,Business Man,
Dwie brygady,1950,Leopold Zbucki,actor,Jablonski,24.0
Mlodosc Chopina,1952,Leopold Zbucki,actor,Organist,56.0
Balti armastuslood,1994,Leonardas Zelcius,actor,Juozas,9.0
Daniil knyaz Galitskiy,1987,Leonardas Zelcius,actor,Legat Opizo,18.0
Konets operatsii Rezident,1986,Leonardas Zelcius,actor,Nimeyer,15.0
